Date,device_id,device_type,brand,sales_quantity,price,region
2024-05-24,163,iPhone,Apple,53,1406.79,East
2024-05-24,49,Samsung Watch,Samsung,85,472.01,East
2024-05-24,302,Samsung Phone,Samsung,85,1147.56,West
2024-05-24,38,Apple Watch,Apple,18,407.5,South
2024-05-24,136,Samsung Phone,Samsung,21,941.72,South
2024-05-25,310,Samsung Watch,Samsung,19,262.58,East
2024-05-25,421,iPhone,Apple,4,1156.51,East
2024-05-25,219,iPhone,Apple,77,716.63,West
2024-05-25,348,Samsung Watch,Samsung,82,151.14,East
2024-05-25,296,iPhone,Apple,29,1438.38,East
2024-05-26,34,Apple Watch,Apple,25,532.94,North
2024-05-26,352,Samsung Watch,Samsung,56,659.82,West
2024-05-26,79,Samsung Phone,Samsung,77,667.07,South
2024-05-26,236,Samsung Watch,Samsung,63,330.28,East
2024-05-26,383,Apple Watch,Apple,27,440.39,South
2024-05-27,273,Apple Watch,Apple,60,623.62,East
2024-05-27,161,Samsung Watch,Samsung,83,461.19,North
2024-05-27,175,Samsung Watch,Samsung,49,658.95,West
2024-05-27,366,iPhone,Apple,65,622.9,West
2024-05-27,308,Apple Watch,Apple,38,624.92,South
2024-05-28,374,Samsung Watch,Samsung,83,331.68,North
2024-05-28,464,Samsung Watch,Samsung,52,249.13,South
2024-05-28,221,Apple Watch,Apple,1,506.24,North
2024-05-28,9,Samsung Watch,Samsung,40,427.79,East
2024-05-28,289,iPhone,Apple,81,723.31,East
2024-05-29,444,Apple Watch,Apple,21,321.14,North
2024-05-29,113,iPhone,Apple,86,967.35,East
2024-05-29,477,iPhone,Apple,15,967.93,West
2024-05-29,205,iPhone,Apple,50,885.8,North
2024-05-29,405,iPhone,Apple,48,733.69,North
2024-05-30,186,Apple Watch,Apple,32,202.62,South
2024-05-30,341,iPhone,Apple,49,1473.21,North
2024-05-30,197,iPhone,Apple,68,1449.15,South
2024-05-30,266,Samsung Watch,Samsung,45,416.01,North
2024-05-30,262,Apple Watch,Apple,32,797.03,West
2024-05-31,248,Apple Watch,Apple,4,604.19,West
2024-05-31,115,Samsung Phone,Samsung,65,455.09,West
2024-05-31,121,Apple Watch,Apple,97,270.63,South
2024-05-31,141,Apple Watch,Apple,71,749.67,South
2024-05-31,65,Samsung Phone,Samsung,73,904.04,East
2024-06-01,276,Apple Watch,Apple,65,705.91,South
2024-06-01,313,Apple Watch,Apple,80,738.96,South
2024-06-01,239,Apple Watch,Apple,18,468.77,West
2024-06-01,302,Apple Watch,Apple,54,229.12,North
2024-06-01,392,Samsung Phone,Samsung,47,550.62,South
2024-06-02,10,Apple Watch,Apple,6,239.94,East
2024-06-02,457,Apple Watch,Apple,66,313.24,North
2024-06-02,369,Samsung Phone,Samsung,9,728.43,South
2024-06-02,233,Samsung Watch,Samsung,68,215.01,North
2024-06-02,195,iPhone,Apple,23,750.06,North
2024-06-03,395,Samsung Watch,Samsung,43,395.2,North
2024-06-03,12,Samsung Phone,Samsung,51,672.14,North
2024-06-03,394,iPhone,Apple,72,1020.89,North
2024-06-03,409,Samsung Phone,Samsung,25,743.34,South
2024-06-03,177,Samsung Phone,Samsung,80,915.58,North
2024-06-04,177,Apple Watch,Apple,35,762.31,North
2024-06-04,217,iPhone,Apple,17,697.08,East
2024-06-04,11,Apple Watch,Apple,18,259.56,East
2024-06-04,446,iPhone,Apple,27,1367.53,North
2024-06-04,118,Samsung Phone,Samsung,15,805.12,South
2024-06-05,164,Samsung Phone,Samsung,81,1013.12,East
2024-06-05,39,Samsung Watch,Samsung,69,268.48,East
2024-06-05,53,iPhone,Apple,80,1345.98,North
2024-06-05,218,Apple Watch,Apple,15,754.31,South
2024-06-05,206,Samsung Watch,Samsung,42,499.52,West
2024-06-06,487,Samsung Watch,Samsung,34,208.23,South
2024-06-06,312,Samsung Watch,Samsung,48,642.41,East
2024-06-06,360,Apple Watch,Apple,83,675.49,East
2024-06-06,385,Samsung Watch,Samsung,8,562.98,East
2024-06-06,56,Apple Watch,Apple,10,222.04,East
2024-06-07,118,Samsung Watch,Samsung,5,589.43,East
2024-06-07,388,Apple Watch,Apple,48,282.77,North
2024-06-07,253,Samsung Phone,Samsung,26,577.91,North
2024-06-07,286,Samsung Phone,Samsung,86,861.71,North
2024-06-07,268,Samsung Phone,Samsung,23,611.98,East
2024-06-08,291,Samsung Phone,Samsung,62,929.08,North
2024-06-08,333,Samsung Phone,Samsung,13,886.46,East
2024-06-08,180,Samsung Watch,Samsung,9,209.48,South
2024-06-08,415,Samsung Watch,Samsung,20,510.81,West
2024-06-08,358,Samsung Watch,Samsung,92,658.18,South
2024-06-09,235,Apple Watch,Apple,57,296.67,West
2024-06-09,343,Apple Watch,Apple,24,558.24,North
2024-06-09,196,Apple Watch,Apple,33,405.12,West
2024-06-09,308,Apple Watch,Apple,20,475.77,South
2024-06-09,80,Samsung Phone,Samsung,60,629.6,South
2024-06-10,135,Samsung Phone,Samsung,48,683.3,West
2024-06-10,22,Samsung Phone,Samsung,64,423.13,South
2024-06-10,477,iPhone,Apple,30,1483.4,North
2024-06-10,331,Samsung Watch,Samsung,73,493.64,South
2024-06-10,440,Apple Watch,Apple,17,500.42,West
2024-06-11,225,Apple Watch,Apple,100,430.23,North
2024-06-11,58,Samsung Phone,Samsung,14,831.5,West
2024-06-11,93,Apple Watch,Apple,19,428.06,East
2024-06-11,192,Apple Watch,Apple,71,415.94,East
2024-06-11,103,Samsung Watch,Samsung,59,405.17,North
2024-06-12,396,Samsung Phone,Samsung,67,620.79,North
2024-06-12,7,Samsung Watch,Samsung,97,249.03,South
2024-06-12,128,iPhone,Apple,44,1100.95,West
2024-06-12,55,iPhone,Apple,32,1358.49,East
2024-06-12,231,iPhone,Apple,11,737.55,South
2024-06-13,362,Samsung Phone,Samsung,2,426.19,East
2024-06-13,62,Apple Watch,Apple,90,348.09,South
2024-06-13,240,Samsung Phone,Samsung,68,1183.78,South
2024-06-13,90,Samsung Phone,Samsung,17,1063.01,East
2024-06-13,232,Apple Watch,Apple,81,557.52,South
2024-06-14,457,Samsung Watch,Samsung,92,661.09,East
2024-06-14,233,iPhone,Apple,94,1000.75,North
2024-06-14,354,Samsung Watch,Samsung,40,690.8,West
2024-06-14,493,iPhone,Apple,87,866.67,South
2024-06-14,333,Samsung Phone,Samsung,46,592.24,East
2024-06-15,439,iPhone,Apple,88,1174.24,East
2024-06-15,375,Samsung Phone,Samsung,93,702.52,West
2024-06-15,292,Samsung Watch,Samsung,4,494.5,West
2024-06-15,345,Samsung Phone,Samsung,38,644.0,West
2024-06-15,152,Samsung Watch,Samsung,63,489.86,South
2024-06-16,428,Apple Watch,Apple,29,365.45,East
2024-06-16,145,Apple Watch,Apple,19,230.58,South
2024-06-16,130,Apple Watch,Apple,91,747.28,South
2024-06-16,141,Samsung Phone,Samsung,29,1106.56,North
2024-06-16,415,Apple Watch,Apple,100,782.48,West
2024-06-17,93,iPhone,Apple,35,1244.87,North
2024-06-17,114,Samsung Watch,Samsung,70,525.5,North
2024-06-17,284,Samsung Watch,Samsung,23,457.45,South
2024-06-17,444,iPhone,Apple,46,713.35,South
2024-06-17,411,Samsung Phone,Samsung,44,551.39,East
2024-06-18,143,Samsung Phone,Samsung,48,631.58,North
2024-06-18,223,Samsung Watch,Samsung,52,639.59,West
2024-06-18,232,Apple Watch,Apple,8,303.78,North
2024-06-18,463,Samsung Phone,Samsung,55,1138.3,East
2024-06-18,33,Samsung Phone,Samsung,66,818.23,North
2024-06-19,276,iPhone,Apple,77,1244.01,North
2024-06-19,170,iPhone,Apple,40,699.22,North
2024-06-19,140,Apple Watch,Apple,85,361.42,East
2024-06-19,357,Samsung Phone,Samsung,31,1166.81,North
2024-06-19,201,Samsung Phone,Samsung,48,612.92,South
2024-06-20,23,iPhone,Apple,100,866.87,North
2024-06-20,456,Samsung Phone,Samsung,61,558.08,South
2024-06-20,224,Samsung Watch,Samsung,52,220.99,North
2024-06-20,368,iPhone,Apple,38,809.93,South
2024-06-20,270,Apple Watch,Apple,91,585.4,North
2024-06-21,347,iPhone,Apple,36,1009.83,West
2024-06-21,153,Samsung Phone,Samsung,87,843.0,South
2024-06-21,333,Apple Watch,Apple,55,273.42,West
2024-06-21,85,iPhone,Apple,85,1321.9,South
2024-06-21,109,Samsung Watch,Samsung,13,581.25,North
2024-06-22,31,Samsung Watch,Samsung,37,161.87,East
2024-06-22,229,iPhone,Apple,47,945.16,North
2024-06-22,240,Samsung Watch,Samsung,90,187.82,East
2024-06-22,378,Samsung Watch,Samsung,71,585.66,West
2024-06-22,363,Samsung Watch,Samsung,22,555.5,East
2024-06-23,310,Apple Watch,Apple,39,741.19,East
2024-06-23,389,Samsung Watch,Samsung,87,280.02,East
2024-06-23,141,Samsung Watch,Samsung,58,400.96,East
2024-06-23,156,Samsung Watch,Samsung,30,251.47,West
2024-06-23,299,Apple Watch,Apple,18,422.74,East
2024-06-24,345,iPhone,Apple,18,1070.02,North
2024-06-24,371,Samsung Phone,Samsung,74,442.66,South
2024-06-24,99,Samsung Watch,Samsung,39,543.18,South
2024-06-24,47,iPhone,Apple,94,1088.96,North
2024-06-24,487,Samsung Watch,Samsung,26,605.93,West
2024-06-25,327,Apple Watch,Apple,71,363.07,North
2024-06-25,422,iPhone,Apple,7,1412.99,North
2024-06-25,480,Apple Watch,Apple,69,799.22,East
2024-06-25,67,Samsung Watch,Samsung,65,655.61,East
2024-06-25,62,Samsung Watch,Samsung,46,577.84,West
2024-06-26,109,Apple Watch,Apple,18,687.42,West
2024-06-26,167,Samsung Phone,Samsung,13,859.0,South
2024-06-26,37,Apple Watch,Apple,25,314.09,West
2024-06-26,119,Samsung Watch,Samsung,8,522.37,North
2024-06-26,498,Apple Watch,Apple,74,627.65,South
2024-06-27,86,Samsung Phone,Samsung,32,1188.31,South
2024-06-27,382,Apple Watch,Apple,17,524.78,East
2024-06-27,392,Samsung Phone,Samsung,79,617.1,East
2024-06-27,465,Samsung Phone,Samsung,79,946.94,South
2024-06-27,52,Apple Watch,Apple,48,787.63,East
2024-06-28,91,Apple Watch,Apple,63,306.33,East
2024-06-28,289,iPhone,Apple,40,893.4,East
2024-06-28,494,Samsung Watch,Samsung,84,448.03,South
2024-06-28,337,Samsung Phone,Samsung,15,536.17,South
2024-06-28,298,iPhone,Apple,99,620.0,South
2024-06-29,204,Apple Watch,Apple,6,402.19,North
2024-06-29,368,Samsung Watch,Samsung,94,625.95,South
2024-06-29,238,iPhone,Apple,63,639.12,East
2024-06-29,382,Samsung Phone,Samsung,8,743.14,South
2024-06-29,155,iPhone,Apple,95,1285.98,North
2024-06-30,240,Samsung Phone,Samsung,32,1162.55,East
2024-06-30,136,Apple Watch,Apple,45,791.29,West
2024-06-30,407,Samsung Watch,Samsung,52,382.08,South
2024-06-30,362,Samsung Watch,Samsung,79,672.71,South
2024-06-30,381,Samsung Watch,Samsung,82,169.48,West
2024-07-01,369,Apple Watch,Apple,13,647.55,East
2024-07-01,64,Samsung Phone,Samsung,24,914.2,South
2024-07-01,123,Apple Watch,Apple,40,349.71,North
2024-07-01,254,Samsung Watch,Samsung,14,429.03,East
2024-07-01,477,Apple Watch,Apple,92,277.73,South
2024-07-02,114,Apple Watch,Apple,75,722.96,East
2024-07-02,20,Apple Watch,Apple,70,414.74,South
2024-07-02,16,Samsung Phone,Samsung,62,900.84,West
2024-07-02,145,iPhone,Apple,89,742.9,South
2024-07-02,208,iPhone,Apple,61,785.55,East
2024-07-03,19,Apple Watch,Apple,1,795.17,South
2024-07-03,376,iPhone,Apple,89,1277.78,South
2024-07-03,392,iPhone,Apple,66,1465.77,East
2024-07-03,166,Apple Watch,Apple,32,377.51,South
2024-07-03,38,Apple Watch,Apple,13,298.74,South
2024-07-04,181,Samsung Watch,Samsung,33,426.69,East
2024-07-04,349,iPhone,Apple,32,1045.2,West
2024-07-04,105,Samsung Phone,Samsung,56,539.96,North
2024-07-04,100,Apple Watch,Apple,24,639.93,North
2024-07-04,90,Samsung Watch,Samsung,91,348.98,North
2024-07-05,415,Samsung Phone,Samsung,4,549.09,North
2024-07-05,300,iPhone,Apple,88,898.79,North
2024-07-05,444,Samsung Watch,Samsung,23,460.01,North
2024-07-05,332,Apple Watch,Apple,29,635.88,East
2024-07-05,401,Samsung Phone,Samsung,98,785.51,East
2024-07-06,79,Apple Watch,Apple,21,515.36,East
2024-07-06,73,iPhone,Apple,30,725.05,South
2024-07-06,423,Samsung Phone,Samsung,90,1131.75,West
2024-07-06,426,iPhone,Apple,20,1435.85,West
2024-07-06,176,iPhone,Apple,16,1215.08,North
2024-07-07,396,Samsung Watch,Samsung,67,159.7,North
2024-07-07,96,Apple Watch,Apple,49,522.24,East
2024-07-07,345,Samsung Phone,Samsung,58,903.38,West
2024-07-07,103,iPhone,Apple,44,1495.19,South
2024-07-07,402,iPhone,Apple,25,1496.46,South
2024-07-08,463,Samsung Phone,Samsung,23,1086.09,East
2024-07-08,224,iPhone,Apple,59,657.45,North
2024-07-08,6,Samsung Watch,Samsung,1,674.3,West
2024-07-08,122,Samsung Watch,Samsung,97,486.96,South
2024-07-08,236,Samsung Watch,Samsung,15,590.49,North
2024-07-09,427,Samsung Watch,Samsung,81,373.96,West
2024-07-09,116,iPhone,Apple,98,887.7,South
2024-07-09,163,Samsung Phone,Samsung,81,770.6,North
2024-07-09,226,Samsung Phone,Samsung,52,517.5,South
2024-07-09,230,Samsung Phone,Samsung,58,685.65,North
2024-07-10,182,Samsung Phone,Samsung,41,1086.09,North
2024-07-10,249,Apple Watch,Apple,44,222.77,North
2024-07-10,318,Samsung Phone,Samsung,4,520.7,West
2024-07-10,453,Apple Watch,Apple,77,275.07,East
2024-07-10,210,Apple Watch,Apple,68,441.85,North
2024-07-11,144,Samsung Watch,Samsung,7,698.34,North
2024-07-11,392,Apple Watch,Apple,46,304.01,South
2024-07-11,345,iPhone,Apple,9,730.93,South
2024-07-11,96,Apple Watch,Apple,87,749.03,West
2024-07-11,382,Samsung Watch,Samsung,33,635.13,East
2024-07-12,346,Apple Watch,Apple,33,219.34,South
2024-07-12,244,iPhone,Apple,84,1276.54,West
2024-07-12,86,iPhone,Apple,4,1189.92,West
2024-07-12,415,iPhone,Apple,65,1290.97,West
2024-07-12,491,Samsung Watch,Samsung,34,421.98,North
2024-07-13,394,Samsung Watch,Samsung,91,695.26,East
2024-07-13,184,Samsung Phone,Samsung,85,435.08,East
2024-07-13,121,Samsung Watch,Samsung,88,278.9,East
2024-07-13,332,iPhone,Apple,79,956.89,North
2024-07-13,92,iPhone,Apple,99,1004.8,North
2024-07-14,70,Samsung Watch,Samsung,64,656.75,South
2024-07-14,404,Apple Watch,Apple,25,536.0,South
2024-07-14,133,Samsung Watch,Samsung,55,174.81,South
2024-07-14,279,Samsung Watch,Samsung,9,374.32,West
2024-07-14,137,iPhone,Apple,17,974.84,East
2024-07-15,314,Samsung Phone,Samsung,21,1172.39,North
2024-07-15,187,iPhone,Apple,60,1139.28,South
2024-07-15,221,Samsung Phone,Samsung,13,908.52,West
2024-07-15,464,iPhone,Apple,3,1241.93,North
2024-07-15,438,Samsung Watch,Samsung,68,573.52,West
2024-07-16,46,iPhone,Apple,4,1171.55,West
2024-07-16,278,iPhone,Apple,92,813.47,West
2024-07-16,192,iPhone,Apple,7,1386.64,East
2024-07-16,8,Samsung Watch,Samsung,26,552.67,North
2024-07-16,379,Samsung Watch,Samsung,75,558.03,North
2024-07-17,276,Samsung Watch,Samsung,24,698.11,West
2024-07-17,179,Samsung Watch,Samsung,10,591.39,East
2024-07-17,334,Samsung Phone,Samsung,13,1063.32,West
2024-07-17,39,Samsung Phone,Samsung,44,1161.12,South
2024-07-17,293,Apple Watch,Apple,39,290.68,North
2024-07-18,178,Samsung Watch,Samsung,19,423.75,North
2024-07-18,162,Samsung Phone,Samsung,51,864.45,East
2024-07-18,331,iPhone,Apple,19,896.35,North
2024-07-18,374,Samsung Watch,Samsung,76,611.67,North
2024-07-18,104,Apple Watch,Apple,52,657.45,North
2024-07-19,161,Apple Watch,Apple,86,632.53,East
2024-07-19,287,Apple Watch,Apple,47,798.29,West
2024-07-19,123,iPhone,Apple,30,833.44,North
2024-07-19,54,Samsung Phone,Samsung,46,988.37,West
2024-07-19,428,iPhone,Apple,76,1096.26,East
2024-07-20,34,Samsung Watch,Samsung,93,322.14,West
2024-07-20,242,Apple Watch,Apple,21,296.35,South
2024-07-20,455,iPhone,Apple,75,1406.3,North
2024-07-20,378,iPhone,Apple,48,1135.91,East
2024-07-20,113,Samsung Phone,Samsung,62,1059.95,East
2024-07-21,318,Samsung Phone,Samsung,58,836.28,West
2024-07-21,23,Apple Watch,Apple,18,331.99,North
2024-07-21,46,iPhone,Apple,59,903.79,East
2024-07-21,312,iPhone,Apple,91,943.38,South
2024-07-21,135,Samsung Phone,Samsung,48,1178.35,West
2024-07-22,118,iPhone,Apple,63,605.07,South
2024-07-22,473,iPhone,Apple,12,1487.1,South
2024-07-22,189,iPhone,Apple,87,1482.42,West
2024-07-22,131,Samsung Phone,Samsung,34,1196.92,South
2024-07-22,422,Apple Watch,Apple,61,485.95,West
2024-07-23,212,Samsung Watch,Samsung,87,680.09,West
2024-07-23,418,Apple Watch,Apple,53,437.36,East
2024-07-23,113,Samsung Watch,Samsung,25,164.46,East
2024-07-23,44,iPhone,Apple,62,801.91,South
2024-07-23,128,Apple Watch,Apple,4,767.18,South
2024-07-24,364,Samsung Watch,Samsung,94,157.57,South
2024-07-24,158,Samsung Phone,Samsung,94,836.8,South
2024-07-24,273,Samsung Phone,Samsung,13,460.48,South
2024-07-24,315,Apple Watch,Apple,42,371.84,East
2024-07-24,394,Apple Watch,Apple,49,252.86,South
2024-07-25,355,iPhone,Apple,78,1373.58,South
2024-07-25,340,Apple Watch,Apple,56,554.64,North
2024-07-25,402,iPhone,Apple,47,1411.9,West
2024-07-25,45,iPhone,Apple,8,1219.52,West
2024-07-25,108,Samsung Phone,Samsung,55,1176.82,East
2024-07-26,219,Samsung Phone,Samsung,88,807.9,West
2024-07-26,443,Samsung Watch,Samsung,18,501.29,South
2024-07-26,318,Samsung Phone,Samsung,35,861.05,West
2024-07-26,315,Samsung Phone,Samsung,89,787.41,East
2024-07-26,177,Apple Watch,Apple,81,707.58,West
2024-07-27,228,Samsung Phone,Samsung,32,915.62,West
2024-07-27,191,Samsung Watch,Samsung,24,590.72,North
2024-07-27,471,Apple Watch,Apple,7,671.82,North
2024-07-27,160,Samsung Watch,Samsung,13,255.07,South
2024-07-27,394,Samsung Phone,Samsung,91,920.13,West
2024-07-28,267,Samsung Watch,Samsung,69,259.81,South
2024-07-28,358,Apple Watch,Apple,100,549.99,West
2024-07-28,326,iPhone,Apple,90,1209.69,South
2024-07-28,379,Samsung Watch,Samsung,42,698.48,South
2024-07-28,489,Samsung Watch,Samsung,31,166.8,West
2024-07-29,190,Apple Watch,Apple,74,254.75,North
2024-07-29,175,Apple Watch,Apple,26,246.22,East
2024-07-29,290,Samsung Watch,Samsung,86,369.1,South
2024-07-29,484,Samsung Phone,Samsung,76,1057.27,East
2024-07-29,357,Samsung Watch,Samsung,32,614.23,West
2024-07-30,145,Apple Watch,Apple,91,642.19,South
2024-07-30,232,iPhone,Apple,97,1407.19,West
2024-07-30,360,iPhone,Apple,52,890.57,South
2024-07-30,438,Samsung Phone,Samsung,20,470.52,North
2024-07-30,204,Samsung Watch,Samsung,40,181.98,South
2024-07-31,213,iPhone,Apple,59,1366.92,South
2024-07-31,40,Samsung Watch,Samsung,77,551.74,South
2024-07-31,275,Apple Watch,Apple,14,619.17,West
2024-07-31,323,iPhone,Apple,44,905.71,North
2024-07-31,82,Samsung Phone,Samsung,86,703.92,West
2024-08-01,181,Apple Watch,Apple,82,774.87,East
2024-08-01,499,Samsung Phone,Samsung,48,451.04,North
2024-08-01,320,Apple Watch,Apple,93,664.24,South
2024-08-01,83,iPhone,Apple,43,878.67,South
2024-08-01,303,Samsung Phone,Samsung,16,431.24,South
2024-08-02,262,Samsung Phone,Samsung,35,994.06,East
2024-08-02,272,Apple Watch,Apple,53,398.55,East
2024-08-02,200,Samsung Phone,Samsung,34,977.72,South
2024-08-02,240,Apple Watch,Apple,3,624.59,South
2024-08-02,402,Apple Watch,Apple,68,520.87,East
2024-08-03,180,Apple Watch,Apple,5,666.42,West
2024-08-03,432,Apple Watch,Apple,10,548.62,North
2024-08-03,171,iPhone,Apple,52,857.97,North
2024-08-03,295,Apple Watch,Apple,29,640.47,East
2024-08-03,177,Samsung Watch,Samsung,96,474.03,East
2024-08-04,369,Samsung Phone,Samsung,31,410.18,West
2024-08-04,396,Samsung Watch,Samsung,66,645.9,South
2024-08-04,237,iPhone,Apple,76,1091.08,East
2024-08-04,138,Samsung Watch,Samsung,91,627.74,West
2024-08-04,327,Samsung Phone,Samsung,69,1106.19,East
2024-08-05,366,Samsung Watch,Samsung,37,394.73,South
2024-08-05,311,iPhone,Apple,27,1056.89,East
2024-08-05,129,Apple Watch,Apple,87,449.45,South
2024-08-05,49,Samsung Watch,Samsung,33,397.19,West
2024-08-05,164,iPhone,Apple,68,1405.63,North
2024-08-06,277,iPhone,Apple,59,1309.33,West
2024-08-06,293,Samsung Phone,Samsung,64,501.22,North
2024-08-06,116,Samsung Phone,Samsung,85,888.25,West
2024-08-06,24,Samsung Watch,Samsung,88,697.75,North
2024-08-06,311,Apple Watch,Apple,44,557.33,West
2024-08-07,25,iPhone,Apple,95,1307.28,South
2024-08-07,391,Samsung Watch,Samsung,88,572.98,North
2024-08-07,127,iPhone,Apple,49,915.29,North
2024-08-07,234,iPhone,Apple,53,934.66,South
2024-08-07,209,Apple Watch,Apple,74,634.45,South
2024-08-08,93,Apple Watch,Apple,49,499.99,North
2024-08-08,94,Samsung Watch,Samsung,66,463.81,North
2024-08-08,327,Apple Watch,Apple,95,627.74,North
2024-08-08,225,Apple Watch,Apple,63,666.55,East
2024-08-08,455,Samsung Watch,Samsung,25,299.33,West
2024-08-09,378,Apple Watch,Apple,4,288.08,South
2024-08-09,280,Samsung Phone,Samsung,51,633.44,South
2024-08-09,11,iPhone,Apple,11,1056.78,West
2024-08-09,329,iPhone,Apple,17,907.93,South
2024-08-09,12,iPhone,Apple,66,1111.53,South
2024-08-10,35,iPhone,Apple,70,648.12,North
2024-08-10,447,Samsung Watch,Samsung,73,430.36,South
2024-08-10,452,iPhone,Apple,69,931.19,East
2024-08-10,228,iPhone,Apple,84,1081.2,East
2024-08-10,220,iPhone,Apple,29,980.28,North
2024-08-11,441,iPhone,Apple,85,855.8,North
2024-08-11,141,Samsung Phone,Samsung,73,1123.29,South
2024-08-11,23,iPhone,Apple,92,766.29,North
2024-08-11,83,Samsung Phone,Samsung,72,945.09,North
2024-08-11,490,Samsung Watch,Samsung,95,658.55,West
2024-08-12,229,Apple Watch,Apple,20,523.2,North
2024-08-12,423,iPhone,Apple,27,1388.77,East
2024-08-12,344,Apple Watch,Apple,8,274.91,South
2024-08-12,80,Apple Watch,Apple,85,496.27,North
2024-08-12,353,Samsung Watch,Samsung,61,401.36,West
2024-08-13,396,Apple Watch,Apple,28,204.87,South
2024-08-13,290,Samsung Phone,Samsung,87,754.61,South
2024-08-13,455,Apple Watch,Apple,70,421.42,South
2024-08-13,331,Apple Watch,Apple,3,601.88,West
2024-08-13,159,Apple Watch,Apple,69,763.0,East
2024-08-14,477,iPhone,Apple,73,677.21,West
2024-08-14,128,iPhone,Apple,7,894.73,West
2024-08-14,190,Samsung Phone,Samsung,60,755.25,South
2024-08-14,397,Samsung Phone,Samsung,4,764.15,West
2024-08-14,31,iPhone,Apple,5,1297.33,South
2024-08-15,386,Samsung Phone,Samsung,11,754.72,North
2024-08-15,359,iPhone,Apple,15,624.45,North
2024-08-15,15,Samsung Watch,Samsung,64,540.56,West
2024-08-15,313,Apple Watch,Apple,98,730.9,East
2024-08-15,75,Apple Watch,Apple,13,508.34,South
2024-08-16,34,Samsung Phone,Samsung,7,864.89,West
2024-08-16,359,iPhone,Apple,6,746.64,West
2024-08-16,196,iPhone,Apple,56,798.58,East
2024-08-16,331,Samsung Phone,Samsung,64,588.14,South
2024-08-16,29,iPhone,Apple,50,987.67,West
2024-08-17,194,Samsung Watch,Samsung,30,660.48,East
2024-08-17,16,Apple Watch,Apple,22,513.07,South
2024-08-17,423,Samsung Phone,Samsung,25,553.68,North
2024-08-17,77,Samsung Phone,Samsung,28,612.87,East
2024-08-17,293,iPhone,Apple,84,945.61,West
2024-08-18,81,Samsung Phone,Samsung,39,898.61,North
2024-08-18,405,Samsung Watch,Samsung,67,392.02,South
2024-08-18,428,iPhone,Apple,5,953.2,East
2024-08-18,124,iPhone,Apple,65,1108.26,North
2024-08-18,19,iPhone,Apple,15,817.65,North
2024-08-19,455,iPhone,Apple,90,671.01,West
2024-08-19,102,Samsung Watch,Samsung,67,163.43,North
2024-08-19,392,iPhone,Apple,40,826.13,West
2024-08-19,77,Samsung Phone,Samsung,98,473.27,South
2024-08-19,229,Samsung Watch,Samsung,69,334.99,West
2024-08-20,450,Apple Watch,Apple,95,663.76,East
2024-08-20,297,Apple Watch,Apple,77,629.78,North
2024-08-20,203,Samsung Phone,Samsung,43,888.74,South
2024-08-20,472,Samsung Phone,Samsung,1,1082.0,West
2024-08-20,454,Samsung Watch,Samsung,22,305.14,West
2024-08-21,61,Apple Watch,Apple,62,731.03,West
2024-08-21,26,Apple Watch,Apple,79,439.54,South
2024-08-21,71,Apple Watch,Apple,26,440.54,South
2024-08-21,103,Apple Watch,Apple,18,443.21,East
2024-08-21,467,Apple Watch,Apple,48,258.86,South
2024-08-22,326,iPhone,Apple,9,1477.94,West
2024-08-22,363,Samsung Phone,Samsung,1,510.81,South
2024-08-22,157,iPhone,Apple,9,906.8,West
2024-08-22,363,Apple Watch,Apple,23,391.58,East
2024-08-22,359,Samsung Watch,Samsung,45,191.07,East
2024-08-23,194,Samsung Watch,Samsung,2,233.74,West
2024-08-23,275,Apple Watch,Apple,14,226.92,South
2024-08-23,324,Apple Watch,Apple,38,375.44,South
2024-08-23,186,Samsung Watch,Samsung,40,626.66,North
2024-08-23,326,iPhone,Apple,63,905.5,East
2024-08-24,113,iPhone,Apple,82,711.32,East
2024-08-24,313,Apple Watch,Apple,16,587.42,West
2024-08-24,165,iPhone,Apple,93,1496.94,North
2024-08-24,61,Samsung Watch,Samsung,75,277.78,South
2024-08-24,92,iPhone,Apple,6,851.61,West
2024-08-25,286,Apple Watch,Apple,3,783.11,South
2024-08-25,455,Samsung Watch,Samsung,14,248.33,South
2024-08-25,457,iPhone,Apple,66,1060.09,South
2024-08-25,153,Samsung Phone,Samsung,96,591.72,North
2024-08-25,225,Samsung Watch,Samsung,95,662.79,East
2024-08-26,127,Samsung Watch,Samsung,75,689.84,East
2024-08-26,193,Samsung Phone,Samsung,86,1051.76,South
2024-08-26,115,Samsung Phone,Samsung,67,651.83,North
2024-08-26,262,Samsung Watch,Samsung,31,371.92,South
2024-08-26,18,Samsung Phone,Samsung,33,593.84,South
2024-08-27,10,Apple Watch,Apple,88,734.45,West
2024-08-27,92,Apple Watch,Apple,1,748.73,North
2024-08-27,139,Apple Watch,Apple,44,451.32,North
2024-08-27,481,Samsung Watch,Samsung,15,511.09,East
2024-08-27,449,Samsung Phone,Samsung,37,532.44,East
2024-08-28,333,Samsung Phone,Samsung,27,747.95,South
2024-08-28,357,iPhone,Apple,48,1168.35,West
2024-08-28,340,iPhone,Apple,27,946.86,West
2024-08-28,449,Samsung Phone,Samsung,12,686.08,West
2024-08-28,52,Samsung Phone,Samsung,67,400.8,South
2024-08-29,195,Samsung Phone,Samsung,30,1043.43,East
2024-08-29,466,Samsung Watch,Samsung,96,639.14,North
2024-08-29,489,Samsung Phone,Samsung,87,1175.57,South
