Date,y
"Mar 27, 2024",397
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",441
"Mar 27, 2024",572
"Mar 27, 2024",484
"Mar 27, 2024",120
"Mar 27, 2024",484
"Mar 27, 2024",441
"Mar 27, 2024",397
"Mar 27, 2024",484
"Mar 27, 2024",448.025
"Mar 27, 2024",120
"Mar 27, 2024",397
"Mar 27, 2024",441
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",441
"Mar 27, 2024",397
"Mar 27, 2024",484
"Mar 27, 2024",110
"Mar 27, 2024",484
"Mar 27, 2024",484
"Mar 27, 2024",303
"Mar 27, 2024",441
"Mar 27, 2024",484
"Mar 27, 2024",441
"Mar 27, 2024",484
"Mar 27, 2024",484
"Mar 27, 2024",484
"Mar 27, 2024",120
"Mar 27, 2024",110
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",484
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",441
"Mar 27, 2024",484
"Mar 27, 2024",94
"Mar 27, 2024",441
"Mar 27, 2024",484
"Mar 27, 2024",484
"Mar 27, 2024",472
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",441
"Mar 27, 2024",120
"Mar 27, 2024",303
"Mar 27, 2024",572
"Mar 27, 2024",484
"Mar 27, 2024",441
"Mar 27, 2024",120
"Mar 27, 2024",484
"Mar 27, 2024",484
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",311
"Mar 27, 2024",397
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",441
"Mar 27, 2024",303
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",448.025
"Mar 27, 2024",484
"Mar 27, 2024",441
"Mar 27, 2024",484
"Mar 27, 2024",484
"Mar 27, 2024",484
"Mar 27, 2024",120
"Mar 27, 2024",441
"Mar 27, 2024",120
"Mar 27, 2024",110
"Mar 27, 2024",120
"Mar 27, 2024",484
"Mar 27, 2024",120
"Mar 27, 2024",484
"Mar 27, 2024",484
"Mar 27, 2024",484
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",441
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",441
"Mar 27, 2024",484
"Mar 27, 2024",441
"Mar 27, 2024",484
"Mar 27, 2024",448.025
"Mar 27, 2024",448.025
"Mar 27, 2024",441
"Mar 27, 2024",572
"Mar 27, 2024",441
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",484
"Mar 27, 2024",484
"Mar 27, 2024",303
"Mar 27, 2024",572
"Mar 27, 2024",484
"Mar 27, 2024",484
"Mar 27, 2024",120
"Mar 27, 2024",110
"Mar 27, 2024",572
"Mar 27, 2024",484
"Mar 27, 2024",484
"Mar 27, 2024",484
"Mar 27, 2024",303
"Mar 27, 2024",484
"Mar 27, 2024",120
"Mar 27, 2024",199
"Mar 27, 2024",120
"Mar 27, 2024",484
"Mar 27, 2024",484
"Mar 27, 2024",572
"Mar 27, 2024",303
"Mar 27, 2024",392
"Mar 27, 2024",120
"Mar 27, 2024",434
"Mar 27, 2024",441
"Mar 27, 2024",484
"Mar 27, 2024",484
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",94
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",441
"Mar 27, 2024",172
"Mar 27, 2024",120
"Mar 27, 2024",484
"Mar 27, 2024",120
"Mar 27, 2024",484
"Mar 27, 2024",120
"Mar 27, 2024",441
"Mar 27, 2024",484
"Mar 27, 2024",120
"Mar 27, 2024",303
"Mar 27, 2024",484
"Mar 27, 2024",441
"Mar 27, 2024",484
"Mar 27, 2024",397
"Mar 27, 2024",120
"Mar 27, 2024",441
"Mar 27, 2024",484
"Mar 27, 2024",572
"Mar 27, 2024",392
"Mar 27, 2024",397
"Mar 27, 2024",484
"Mar 27, 2024",120
"Mar 27, 2024",303
"Mar 27, 2024",441
"Mar 27, 2024",434
"Mar 27, 2024",448.025
"Mar 27, 2024",120
"Mar 27, 2024",441
"Mar 27, 2024",484
"Mar 27, 2024",484
"Mar 27, 2024",311
"Mar 27, 2024",441
"Mar 27, 2024",441
"Mar 27, 2024",497.549
"Mar 27, 2024",406
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",484
"Mar 27, 2024",572
"Mar 27, 2024",484
"Mar 27, 2024",441
"Mar 27, 2024",397
"Mar 27, 2024",441
"Mar 27, 2024",397
"Mar 27, 2024",484
"Mar 27, 2024",303
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",484
"Mar 27, 2024",120
"Mar 27, 2024",341.25
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",397
"Mar 27, 2024",484
"Mar 27, 2024",441
"Mar 27, 2024",120
"Mar 27, 2024",441
"Mar 27, 2024",484
"Mar 27, 2024",572
"Mar 27, 2024",484
"Mar 27, 2024",441
"Mar 27, 2024",120
"Mar 27, 2024",341.25
"Mar 27, 2024",120
"Mar 27, 2024",484
"Mar 27, 2024",303
"Mar 27, 2024",484
"Mar 27, 2024",120
"Mar 27, 2024",484
"Mar 27, 2024",390.821
"Mar 27, 2024",484
"Mar 27, 2024",441
"Mar 27, 2024",120
"Mar 27, 2024",441
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",94
"Mar 27, 2024",484
"Mar 27, 2024",441
"Mar 27, 2024",484
"Mar 27, 2024",484
"Mar 27, 2024",120
"Mar 27, 2024",441
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",120
"Mar 27, 2024",484
"Mar 27, 2024",484
"Mar 27, 2024",120
"Mar 27, 2024",441
"Mar 27, 2024",397
"Mar 27, 2024",435
"Mar 27, 2024",484
"Mar 27, 2024",397
"Mar 27, 2024",441
"Mar 27, 2024",397
"Mar 27, 2024",397
"Mar 27, 2024",434
"Mar 27, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",24
"Mar 28, 2024",120
"Mar 28, 2024",572
"Mar 28, 2024",484
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",94
"Mar 28, 2024",120
"Mar 28, 2024",110
"Mar 28, 2024",303
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",303
"Mar 28, 2024",484
"Mar 28, 2024",484
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",448.025
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",441
"Mar 28, 2024",448.025
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",397
"Mar 28, 2024",311
"Mar 28, 2024",484
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",435
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",441
"Mar 28, 2024",572
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",484
"Mar 28, 2024",484
"Mar 28, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",441
"Mar 28, 2024",397
"Mar 28, 2024",120
"Mar 28, 2024",397
"Mar 28, 2024",484
"Mar 28, 2024",441
"Mar 28, 2024",484
"Mar 28, 2024",303
"Mar 28, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",341.25
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",448.025
"Mar 28, 2024",448.025
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",484
"Mar 28, 2024",120
"Mar 28, 2024",392
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",311
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",484
"Mar 28, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",397
"Mar 28, 2024",484
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",392
"Mar 28, 2024",441
"Mar 28, 2024",484
"Mar 28, 2024",303
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",313.253
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",484
"Mar 28, 2024",484
"Mar 28, 2024",160
"Mar 28, 2024",120
"Mar 28, 2024",472
"Mar 28, 2024",484
"Mar 28, 2024",405.714
"Mar 28, 2024",441
"Mar 28, 2024",441
"Mar 28, 2024",472
"Mar 28, 2024",484
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",94
"Mar 28, 2024",441
"Mar 28, 2024",484
"Mar 28, 2024",441
"Mar 28, 2024",484
"Mar 28, 2024",484
"Mar 28, 2024",441
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",348
"Mar 28, 2024",484
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",484
"Mar 28, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",484
"Mar 28, 2024",572
"Mar 28, 2024",120
"Mar 28, 2024",289.424
"Mar 28, 2024",120
"Mar 28, 2024",397
"Mar 28, 2024",484
"Mar 28, 2024",484
"Mar 28, 2024",484
"Mar 28, 2024",448.025
"Mar 28, 2024",448.025
"Mar 28, 2024",484
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",303
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",175
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",572
"Mar 28, 2024",441
"Mar 28, 2024",572
"Mar 28, 2024",441
"Mar 28, 2024",448.025
"Mar 28, 2024",94
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",448.025
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",572
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",160
"Mar 28, 2024",303
"Mar 28, 2024",572
"Mar 28, 2024",303
"Mar 28, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",441
"Mar 28, 2024",484
"Mar 28, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",484
"Mar 28, 2024",120
"Mar 28, 2024",94
"Mar 28, 2024",303
"Mar 28, 2024",484
"Mar 28, 2024",303
"Mar 28, 2024",484
"Mar 28, 2024",484
"Mar 28, 2024",448.025
"Mar 28, 2024",120
"Mar 28, 2024",94
"Mar 28, 2024",120
"Mar 28, 2024",94
"Mar 28, 2024",94
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",441
"Mar 28, 2024",484
"Mar 28, 2024",392
"Mar 28, 2024",120
"Mar 28, 2024",0
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",303
"Mar 28, 2024",484
"Mar 28, 2024",484
"Mar 28, 2024",484
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",392
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",484
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",172
"Mar 28, 2024",484
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",572
"Mar 28, 2024",120
"Mar 28, 2024",699
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",434
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",484
"Mar 28, 2024",484
"Mar 28, 2024",303
"Mar 28, 2024",212
"Mar 28, 2024",484
"Mar 28, 2024",484
"Mar 28, 2024",441
"Mar 28, 2024",484
"Mar 28, 2024",484
"Mar 28, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",120
"Mar 28, 2024",448.025
"Mar 28, 2024",441
"Mar 28, 2024",484
"Mar 28, 2024",484
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 28, 2024",24
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",484
"Mar 28, 2024",288
"Mar 28, 2024",120
"Mar 28, 2024",160
"Mar 28, 2024",572
"Mar 28, 2024",303
"Mar 28, 2024",441
"Mar 28, 2024",397
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",441
"Mar 28, 2024",120
"Mar 28, 2024",441
"Mar 28, 2024",341.25
"Mar 28, 2024",303
"Mar 28, 2024",348
"Mar 28, 2024",0
"Mar 28, 2024",120
"Mar 28, 2024",120
"Mar 29, 2024",448.025
"Mar 29, 2024",448.025
"Mar 29, 2024",441
"Mar 29, 2024",120
"Mar 29, 2024",448.025
"Mar 29, 2024",484
"Mar 29, 2024",120
"Mar 29, 2024",120
"Mar 29, 2024",120
"Mar 29, 2024",397
"Mar 29, 2024",120
"Mar 29, 2024",484
"Mar 29, 2024",484
"Mar 29, 2024",484
"Mar 29, 2024",313.253
"Mar 29, 2024",311
"Mar 29, 2024",572
"Mar 29, 2024",484
"Mar 29, 2024",441
"Mar 29, 2024",120
"Mar 29, 2024",120
"Mar 29, 2024",441
"Mar 29, 2024",441
"Mar 29, 2024",94
"Mar 29, 2024",572
"Mar 29, 2024",484
"Mar 29, 2024",484
"Mar 29, 2024",175
"Mar 29, 2024",120
"Mar 29, 2024",484
"Mar 29, 2024",484
"Mar 29, 2024",120
"Mar 29, 2024",448.025
"Mar 29, 2024",484
"Mar 29, 2024",484
"Mar 29, 2024",448.025
"Mar 29, 2024",120
"Mar 29, 2024",120
"Mar 29, 2024",368
"Mar 29, 2024",120
"Mar 29, 2024",120
"Mar 29, 2024",120
"Mar 29, 2024",120
"Mar 29, 2024",231
"Mar 29, 2024",120
"Mar 29, 2024",172
"Mar 29, 2024",303
"Mar 29, 2024",484
"Mar 29, 2024",484
"Mar 29, 2024",572
"Mar 29, 2024",290.48
"Mar 29, 2024",484
"Mar 29, 2024",596.597
"Mar 29, 2024",441
"Mar 29, 2024",290.48
"Mar 29, 2024",303
"Mar 29, 2024",120
"Mar 29, 2024",572
"Mar 29, 2024",160
"Mar 29, 2024",628.476
"Mar 29, 2024",528
"Mar 29, 2024",484
"Mar 29, 2024",572
"Mar 29, 2024",120
"Mar 29, 2024",441
"Mar 29, 2024",441
"Mar 29, 2024",441
"Mar 29, 2024",120
"Mar 29, 2024",120
"Mar 29, 2024",572
"Mar 29, 2024",484
"Mar 29, 2024",484
"Mar 29, 2024",120
"Mar 29, 2024",576
"Mar 29, 2024",472
"Mar 29, 2024",120
"Mar 29, 2024",596.597
"Mar 29, 2024",120
"Mar 29, 2024",472
"Mar 29, 2024",120
"Mar 29, 2024",120
"Mar 29, 2024",120
"Mar 29, 2024",120
"Mar 29, 2024",484
"Mar 29, 2024",441
"Mar 29, 2024",484
"Mar 29, 2024",172
"Mar 29, 2024",120
"Mar 29, 2024",484
"Mar 29, 2024",441
"Mar 29, 2024",484
"Mar 29, 2024",441
"Mar 29, 2024",348
"Mar 29, 2024",441
"Mar 29, 2024",120
"Mar 29, 2024",441
"Mar 29, 2024",94
"Mar 29, 2024",120
"Mar 29, 2024",120
"Mar 29, 2024",303
"Mar 29, 2024",120
"Mar 29, 2024",484
"Mar 29, 2024",484
"Mar 29, 2024",572
"Mar 29, 2024",484
"Mar 29, 2024",120
"Mar 29, 2024",441
"Mar 29, 2024",120
"Mar 29, 2024",94
"Mar 29, 2024",120
"Mar 29, 2024",484
"Mar 29, 2024",390.821
"Mar 29, 2024",303
"Mar 29, 2024",120
"Mar 29, 2024",120
"Mar 29, 2024",484
"Mar 29, 2024",120
"Mar 29, 2024",120
"Mar 29, 2024",120
"Mar 29, 2024",441
"Mar 29, 2024",441
"Mar 29, 2024",120
"Mar 29, 2024",94
"Mar 29, 2024",120
"Mar 29, 2024",434
"Mar 29, 2024",441
"Mar 29, 2024",572
"Mar 29, 2024",397
"Mar 29, 2024",484
"Mar 29, 2024",484
"Mar 29, 2024",120
"Mar 29, 2024",397
"Mar 29, 2024",484
"Mar 29, 2024",596.597
"Mar 29, 2024",94
"Mar 29, 2024",120
"Mar 29, 2024",484
"Mar 29, 2024",484
"Mar 29, 2024",255.24
"Mar 29, 2024",120
"Mar 29, 2024",484
"Mar 29, 2024",484
"Mar 29, 2024",441
"Mar 29, 2024",120
"Mar 29, 2024",120
"Mar 29, 2024",484
"Mar 29, 2024",572
"Mar 29, 2024",472
"Mar 29, 2024",441
"Mar 29, 2024",484
"Mar 29, 2024",24
"Mar 29, 2024",120
"Mar 29, 2024",120
"Mar 29, 2024",484
"Mar 29, 2024",120
"Mar 29, 2024",120
"Mar 29, 2024",120
"Mar 29, 2024",441
"Mar 29, 2024",120
"Mar 29, 2024",172
"Mar 29, 2024",572
"Mar 29, 2024",484
"Mar 29, 2024",572
"Mar 29, 2024",120
"Mar 29, 2024",484
"Mar 29, 2024",484
"Mar 29, 2024",202.333
"Mar 29, 2024",484
"Mar 29, 2024",172
"Mar 29, 2024",303
"Mar 29, 2024",572
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",484
"Mar 30, 2024",120
"Mar 30, 2024",484
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",110
"Mar 30, 2024",120
"Mar 30, 2024",484
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",441
"Mar 30, 2024",484
"Mar 30, 2024",303
"Mar 30, 2024",397
"Mar 30, 2024",484
"Mar 30, 2024",484
"Mar 30, 2024",120
"Mar 30, 2024",441
"Mar 30, 2024",448.025
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",435
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",303
"Mar 30, 2024",484
"Mar 30, 2024",484
"Mar 30, 2024",484
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",484
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",484
"Mar 30, 2024",484
"Mar 30, 2024",484
"Mar 30, 2024",441
"Mar 30, 2024",120
"Mar 30, 2024",397
"Mar 30, 2024",484
"Mar 30, 2024",441
"Mar 30, 2024",484
"Mar 30, 2024",120
"Mar 30, 2024",341.25
"Mar 30, 2024",120
"Mar 30, 2024",484
"Mar 30, 2024",94
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",484
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",472
"Mar 30, 2024",572
"Mar 30, 2024",212
"Mar 30, 2024",572
"Mar 30, 2024",484
"Mar 30, 2024",172
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",484
"Mar 30, 2024",448.025
"Mar 30, 2024",484
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",596.597
"Mar 30, 2024",448.025
"Mar 30, 2024",120
"Mar 30, 2024",435
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",484
"Mar 30, 2024",120
"Mar 30, 2024",313.253
"Mar 30, 2024",397
"Mar 30, 2024",484
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",311
"Mar 30, 2024",120
"Mar 30, 2024",212
"Mar 30, 2024",441
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",484
"Mar 30, 2024",397
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",441
"Mar 30, 2024",441
"Mar 30, 2024",484
"Mar 30, 2024",484
"Mar 30, 2024",576
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",484
"Mar 30, 2024",441
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",303
"Mar 30, 2024",441
"Mar 30, 2024",441
"Mar 30, 2024",441
"Mar 30, 2024",448.025
"Mar 30, 2024",572
"Mar 30, 2024",441
"Mar 30, 2024",441
"Mar 30, 2024",120
"Mar 30, 2024",441
"Mar 30, 2024",120
"Mar 30, 2024",484
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",484
"Mar 30, 2024",160
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",303
"Mar 30, 2024",397
"Mar 30, 2024",484
"Mar 30, 2024",484
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",572
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",59.0381
"Mar 30, 2024",484
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",397
"Mar 30, 2024",320
"Mar 30, 2024",434
"Mar 30, 2024",120
"Mar 30, 2024",392
"Mar 30, 2024",120
"Mar 30, 2024",484
"Mar 30, 2024",94
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",441
"Mar 30, 2024",441
"Mar 30, 2024",120
"Mar 30, 2024",441
"Mar 30, 2024",397
"Mar 30, 2024",441
"Mar 30, 2024",572
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",441
"Mar 30, 2024",484
"Mar 30, 2024",484
"Mar 30, 2024",448.025
"Mar 30, 2024",120
"Mar 30, 2024",341.25
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",441
"Mar 30, 2024",484
"Mar 30, 2024",484
"Mar 30, 2024",448.025
"Mar 30, 2024",120
"Mar 30, 2024",572
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",175
"Mar 30, 2024",120
"Mar 30, 2024",484
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",441
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",441
"Mar 30, 2024",290.48
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",94
"Mar 30, 2024",484
"Mar 30, 2024",120
"Mar 30, 2024",172
"Mar 30, 2024",484
"Mar 30, 2024",120
"Mar 30, 2024",441
"Mar 30, 2024",441
"Mar 30, 2024",120
"Mar 30, 2024",484
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",484
"Mar 30, 2024",441
"Mar 30, 2024",484
"Mar 30, 2024",441
"Mar 30, 2024",120
"Mar 30, 2024",484
"Mar 30, 2024",572
"Mar 30, 2024",435
"Mar 30, 2024",441
"Mar 30, 2024",441
"Mar 30, 2024",120
"Mar 30, 2024",441
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",572
"Mar 30, 2024",441
"Mar 30, 2024",441
"Mar 30, 2024",60
"Mar 30, 2024",484
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",572
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",397
"Mar 30, 2024",120
"Mar 30, 2024",435
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",120
"Mar 30, 2024",110
"Mar 30, 2024",120
"Mar 30, 2024",572
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",448.025
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",441
"Mar 31, 2024",120
"Mar 31, 2024",199
"Mar 31, 2024",441
"Mar 31, 2024",120
"Mar 31, 2024",484
"Mar 31, 2024",120
"Mar 31, 2024",572
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",484
"Mar 31, 2024",397
"Mar 31, 2024",120
"Mar 31, 2024",484
"Mar 31, 2024",484
"Mar 31, 2024",441
"Mar 31, 2024",311
"Mar 31, 2024",484
"Mar 31, 2024",120
"Mar 31, 2024",392
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",397
"Mar 31, 2024",397
"Mar 31, 2024",441
"Mar 31, 2024",484
"Mar 31, 2024",441
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",441
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",484
"Mar 31, 2024",110
"Mar 31, 2024",484
"Mar 31, 2024",484
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",303
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",390.821
"Mar 31, 2024",283.729
"Mar 31, 2024",441
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",484
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",441
"Mar 31, 2024",484
"Mar 31, 2024",120
"Mar 31, 2024",120
"Mar 31, 2024",284
"Mar 31, 2024",484
"Mar 31, 2024",120
"Mar 31, 2024",172
"Mar 31, 2024",441
"Mar 31, 2024",699
"Mar 31, 2024",120
"Mar 31, 2024",441
"Mar 31, 2024",484
"Mar 31, 2024",441
"Mar 31, 2024",303
"Mar 31, 2024",441
"Mar 31, 2024",441
